,predicted,target,err,delta
76975,0.504199,0.502592,0.001608,0.001608
84246,0.411576,0.408037,0.003539,0.003539
33866,0.205864,0.205614,0.000250,0.000250
70969,0.543658,0.540918,0.002740,0.002740
98095,0.269043,0.265245,0.003798,0.003798
13230,0.390497,0.388834,0.001663,0.001663
71986,0.271753,0.270916,0.000837,0.000837
45096,0.306512,0.306411,0.000100,0.000100
18099,0.389713,0.389536,0.000177,0.000177
59042,0.168729,0.165512,0.003217,0.003217
25556,0.527027,0.524641,0.002386,0.002386
95648,0.258186,0.255719,0.002468,0.002468
90301,0.118771,0.115753,0.003018,0.003018
91353,0.015216,0.013698,0.001518,0.001518
85751,0.178466,0.177522,0.000944,0.000944
36116,0.467573,0.466053,0.001519,0.001519
69615,0.327965,0.327054,0.000911,0.000911
59165,0.244371,0.243275,0.001096,0.001096
99196,0.016357,0.014292,0.002065,0.002065
587,0.569803,0.565078,0.004725,0.004725
9346,0.283573,0.281699,0.001874,0.001874
46037,0.458579,0.455992,0.002587,0.002587
46305,0.537967,0.536143,0.001824,0.001824
81623,0.504631,0.503444,0.001187,0.001187
43732,0.116374,0.113969,0.002405,0.002405
99416,0.027398,0.023962,0.003436,0.003436
26475,0.033897,0.030325,0.003571,0.003571
52142,0.017030,0.014952,0.002078,0.002078
87489,0.459171,0.457980,0.001191,0.001191
30090,0.161273,0.160192,0.001080,0.001080
81835,0.466012,0.463654,0.002357,0.002357
30930,0.389729,0.387780,0.001949,0.001949
645,0.454952,0.454235,0.000717,0.000717
95665,0.341255,0.340481,0.000774,0.000774
9587,0.210801,0.208955,0.001846,0.001846
49416,0.576393,0.573497,0.002897,0.002897
77275,0.312505,0.312580,0.000075,-0.000075
15036,0.276131,0.276550,0.000419,-0.000419
32994,0.570593,0.568893,0.001700,0.001700
88708,0.105150,0.100668,0.004483,0.004483
24217,0.307285,0.305863,0.001422,0.001422
92051,0.349057,0.347253,0.001804,0.001804
26819,0.390418,0.388853,0.001566,0.001566
55426,0.604827,0.603331,0.001496,0.001496
9752,0.598013,0.597081,0.000933,0.000933
8004,0.111101,0.107108,0.003993,0.003993
16154,0.407105,0.406376,0.000729,0.000729
20095,0.257577,0.256288,0.001290,0.001290
8438,0.372771,0.371266,0.001504,0.001504
26170,0.411269,0.409419,0.001850,0.001850
67065,0.525908,0.523895,0.002013,0.002013
1125,0.318071,0.316582,0.001489,0.001489
33691,0.258426,0.256157,0.002270,0.002270
1283,0.289822,0.288422,0.001400,0.001400
56481,0.328277,0.327293,0.000984,0.000984
52756,0.154820,0.152898,0.001922,0.001922
42870,0.286183,0.286559,0.000376,-0.000376
31852,0.043854,0.040156,0.003698,0.003698
98764,0.447555,0.446724,0.000831,0.000831
54400,0.179058,0.177909,0.001149,0.001149
80685,0.159451,0.157838,0.001613,0.001613
63370,0.555253,0.553383,0.001870,0.001870
62987,0.564513,0.562748,0.001765,0.001765
2591,0.582571,0.580421,0.002150,0.002150
5906,0.094069,0.090598,0.003471,0.003471
55661,0.437956,0.435983,0.001973,0.001973
11205,0.194695,0.191844,0.002851,0.002851
39901,0.085637,0.082891,0.002746,0.002746
67843,0.170596,0.170000,0.000596,0.000596
90724,0.312024,0.310929,0.001096,0.001096
20074,0.069984,0.067270,0.002715,0.002715
17071,0.539142,0.537052,0.002090,0.002090
33380,0.361408,0.359994,0.001415,0.001415
65031,0.218570,0.217745,0.000824,0.000824
89087,0.051136,0.047526,0.003609,0.003609
85120,0.124047,0.122295,0.001752,0.001752
6629,0.247425,0.244436,0.002989,0.002989
4135,0.412412,0.410479,0.001933,0.001933
1898,0.359090,0.359172,0.000082,-0.000082
79473,0.630373,0.627720,0.002653,0.002653
282,0.420803,0.420018,0.000785,0.000785
65794,0.182058,0.181339,0.000719,0.000719
11116,0.230149,0.228576,0.001573,0.001573
6530,0.305541,0.303474,0.002067,0.002067
37711,0.247223,0.242223,0.005000,0.005000
84742,0.101840,0.097949,0.003891,0.003891
80257,0.223262,0.220906,0.002356,0.002356
77067,0.177895,0.174936,0.002959,0.002959
85445,0.145457,0.142248,0.003209,0.003209
29139,0.516074,0.513638,0.002436,0.002436
6971,0.211074,0.210140,0.000933,0.000933
79057,0.507046,0.504884,0.002162,0.002162
37991,0.381060,0.380033,0.001027,0.001027
67821,0.009671,0.007427,0.002245,0.002245
87983,0.441638,0.440476,0.001161,0.001161
40846,0.295686,0.294237,0.001450,0.001450
21038,0.543600,0.541460,0.002140,0.002140
21384,0.301308,0.300319,0.000990,0.000990
6710,0.570573,0.568444,0.002129,0.002129
99168,0.105441,0.103192,0.002250,0.002250
57828,0.255622,0.253119,0.002503,0.002503
75939,0.283047,0.280797,0.002250,0.002250
21800,0.377285,0.375590,0.001695,0.001695
33243,0.564892,0.562048,0.002844,0.002844
51707,0.013061,0.011545,0.001516,0.001516
49159,0.177303,0.175253,0.002050,0.002050
61001,0.182047,0.180409,0.001638,0.001638
71947,0.495538,0.493421,0.002118,0.002118
2551,0.265986,0.266987,0.001001,-0.001001
94986,0.308071,0.306196,0.001874,0.001874
6852,0.509106,0.506659,0.002446,0.002446
32658,0.248041,0.247602,0.000439,0.000439
79025,0.331337,0.330986,0.000351,0.000351
51578,0.368081,0.365773,0.002308,0.002308
88664,0.079633,0.078926,0.000707,0.000707
26390,0.344620,0.344322,0.000298,0.000298
48563,0.387389,0.384506,0.002882,0.002882
64166,0.469563,0.468177,0.001386,0.001386
21253,0.201943,0.201950,0.000007,-0.000007
18658,0.118229,0.116141,0.002088,0.002088
41971,0.104942,0.100026,0.004916,0.004916
50729,0.467780,0.466580,0.001200,0.001200
23648,0.109856,0.106422,0.003433,0.003433
91179,0.295881,0.295619,0.000262,0.000262
42951,0.543623,0.541955,0.001668,0.001668
20354,0.593140,0.592180,0.000960,0.000960
13565,0.393481,0.391473,0.002008,0.002008
22263,0.538263,0.536244,0.002019,0.002019
81816,0.500901,0.498822,0.002079,0.002079
29118,0.225791,0.223774,0.002017,0.002017
39961,0.567813,0.565257,0.002556,0.002556
18489,0.224412,0.222344,0.002069,0.002069
6823,0.053861,0.051099,0.002762,0.002762
27624,0.309175,0.305862,0.003313,0.003313
56700,0.565341,0.562709,0.002632,0.002632
781,0.511096,0.509175,0.001922,0.001922
14939,0.277749,0.277508,0.000241,0.000241
18133,0.157693,0.156211,0.001482,0.001482
96334,0.124929,0.121411,0.003518,0.003518
96468,0.318328,0.317354,0.000973,0.000973
10983,0.350048,0.348863,0.001184,0.001184
72055,0.251369,0.249051,0.002318,0.002318
5774,0.275530,0.275189,0.000341,0.000341
30933,0.063252,0.060748,0.002504,0.002504
78707,0.352289,0.351215,0.001074,0.001074
30573,0.132384,0.129697,0.002687,0.002687
9283,0.001065,0.001764,0.000699,-0.000699
63870,0.305162,0.303969,0.001193,0.001193
74905,0.232550,0.231050,0.001500,0.001500
12819,0.048672,0.045747,0.002925,0.002925
18708,0.370701,0.369814,0.000888,0.000888
63878,0.407528,0.406172,0.001355,0.001355
37823,0.031505,0.028145,0.003360,0.003360
10800,0.582968,0.581597,0.001370,0.001370
59634,0.427620,0.426235,0.001384,0.001384
67263,0.134316,0.131159,0.003157,0.003157
16994,0.227461,0.225107,0.002353,0.002353
48777,0.060837,0.057850,0.002987,0.002987
70202,0.169693,0.167694,0.001998,0.001998
30651,0.039085,0.036146,0.002939,0.002939
90023,0.048220,0.045438,0.002782,0.002782
57326,0.159978,0.158828,0.001150,0.001150
74071,0.189698,0.188808,0.000889,0.000889
93269,0.035828,0.034085,0.001743,0.001743
69286,0.358200,0.357476,0.000723,0.000723
12924,0.184094,0.182124,0.001970,0.001970
78258,0.437563,0.436779,0.000783,0.000783
96111,0.523814,0.521931,0.001882,0.001882
76943,0.333792,0.334117,0.000325,-0.000325
65633,0.334081,0.332849,0.001232,0.001232
68673,0.598759,0.597951,0.000807,0.000807
14357,0.480615,0.479252,0.001363,0.001363
83457,0.147220,0.144804,0.002416,0.002416
13140,0.164492,0.162011,0.002482,0.002482
47945,0.231277,0.229582,0.001696,0.001696
69184,0.243327,0.239621,0.003706,0.003706
78021,0.323943,0.317893,0.006050,0.006050
50669,0.166094,0.164698,0.001396,0.001396
67169,0.170398,0.168164,0.002233,0.002233
86544,0.229439,0.227570,0.001869,0.001869
45232,0.493517,0.492796,0.000721,0.000721
44629,0.259271,0.257339,0.001931,0.001931
55718,0.272574,0.270902,0.001672,0.001672
46760,0.319157,0.318362,0.000795,0.000795
18474,0.347566,0.347020,0.000546,0.000546
23481,0.404230,0.403597,0.000632,0.000632
71707,0.070250,0.066713,0.003538,0.003538
7521,0.375212,0.374354,0.000857,0.000857
75415,0.589159,0.587916,0.001243,0.001243
62032,0.302836,0.303829,0.000994,-0.000994
98844,0.273698,0.272037,0.001661,0.001661
19446,0.274933,0.274823,0.000111,0.000111
33365,0.343990,0.343112,0.000878,0.000878
15352,0.522374,0.520324,0.002050,0.002050
88553,0.087112,0.083250,0.003862,0.003862
91006,0.539658,0.537498,0.002160,0.002160
24259,0.144504,0.142867,0.001637,0.001637
97386,0.502999,0.501412,0.001587,0.001587
7345,0.188156,0.186020,0.002136,0.002136
6304,0.214951,0.212268,0.002683,0.002683
97365,0.228672,0.227775,0.000898,0.000898
6588,0.370824,0.369273,0.001552,0.001552
81912,0.231389,0.230274,0.001115,0.001115
42891,0.008747,0.006732,0.002015,0.002015
29055,0.403829,0.403064,0.000764,0.000764
99214,0.118296,0.115532,0.002764,0.002764
87896,0.374524,0.373073,0.001451,0.001451
57714,0.043242,0.039241,0.004001,0.004001
18322,0.287048,0.285149,0.001899,0.001899
26928,0.280837,0.279981,0.000856,0.000856
34521,0.192905,0.191778,0.001128,0.001128
28228,0.596957,0.597028,0.000071,-0.000071
18745,0.173237,0.171074,0.002162,0.002162
20644,0.505256,0.503392,0.001864,0.001864
70968,0.009572,0.007859,0.001713,0.001713
22669,0.598061,0.596400,0.001662,0.001662
2539,0.245533,0.243950,0.001583,0.001583
77465,0.491954,0.489696,0.002258,0.002258
50601,0.251430,0.250433,0.000997,0.000997
65428,0.386257,0.385367,0.000890,0.000890
98484,0.604101,0.603170,0.000931,0.000931
66707,0.597261,0.595923,0.001339,0.001339
48330,0.513763,0.512932,0.000831,0.000831
7927,0.592327,0.588740,0.003587,0.003587
14289,0.597063,0.596251,0.000812,0.000812
96894,0.222063,0.220410,0.001653,0.001653
97553,0.133280,0.131177,0.002103,0.002103
17073,-0.000565,0.000463,0.001029,-0.001029
47299,0.382143,0.380443,0.001701,0.001701
15892,0.182910,0.181059,0.001851,0.001851
50026,0.125543,0.122807,0.002735,0.002735
18681,0.529863,0.528396,0.001467,0.001467
40785,0.507201,0.505928,0.001273,0.001273
2643,0.463946,0.462959,0.000987,0.000987
95850,0.221431,0.220311,0.001120,0.001120
59063,0.092287,0.088654,0.003632,0.003632
5347,0.140903,0.136813,0.004090,0.004090
96044,0.311543,0.310471,0.001072,0.001072
41800,0.169387,0.168661,0.000726,0.000726
49733,0.072311,0.070809,0.001502,0.001502
32972,0.515600,0.514212,0.001388,0.001388
7896,-0.001556,0.000005,0.001561,-0.001561
9833,0.584808,0.583796,0.001012,0.001012
93583,0.530815,0.530215,0.000601,0.000601
32591,0.359177,0.358828,0.000349,0.000349
50057,0.467698,0.465934,0.001764,0.001764
17015,0.436114,0.434026,0.002087,0.002087
73997,0.053153,0.047760,0.005393,0.005393
19675,0.228066,0.225717,0.002349,0.002349
34742,0.333205,0.332321,0.000884,0.000884
162,0.145157,0.142600,0.002557,0.002557
74971,0.352346,0.350059,0.002286,0.002286
9557,0.586324,0.583982,0.002342,0.002342
92573,0.201334,0.198739,0.002595,0.002595
37481,0.319544,0.319240,0.000304,0.000304
74603,0.495984,0.493663,0.002321,0.002321
1431,0.488405,0.485540,0.002865,0.002865
80797,0.378197,0.373946,0.004252,0.004252
23252,0.358320,0.356851,0.001468,0.001468
45603,0.188562,0.185800,0.002762,0.002762
62424,0.374387,0.373711,0.000676,0.000676
13975,0.191862,0.188847,0.003015,0.003015
67155,0.407474,0.404730,0.002745,0.002745
7710,0.455297,0.454365,0.000933,0.000933
7736,0.140084,0.139596,0.000488,0.000488
37051,0.464934,0.462988,0.001946,0.001946
7531,0.097081,0.093462,0.003619,0.003619
17069,0.572700,0.570036,0.002664,0.002664
13493,0.503127,0.500718,0.002409,0.002409
42821,0.354240,0.353219,0.001021,0.001021
43619,0.438775,0.438205,0.000570,0.000570
68920,0.559904,0.558222,0.001682,0.001682
2839,0.410065,0.408837,0.001228,0.001228
94848,-0.003107,0.000000,0.003107,-0.003107
5105,0.387398,0.386791,0.000606,0.000606
56614,0.217621,0.216074,0.001547,0.001547
15078,0.145314,0.143940,0.001374,0.001374
29309,0.399376,0.397343,0.002033,0.002033
19715,0.324477,0.323684,0.000794,0.000794
26201,0.342564,0.341388,0.001176,0.001176
25279,0.316648,0.313844,0.002804,0.002804
2096,0.474827,0.472692,0.002135,0.002135
42963,0.387805,0.385638,0.002166,0.002166
22436,0.076123,0.074358,0.001764,0.001764
7999,0.435962,0.435260,0.000702,0.000702
62812,0.475507,0.474207,0.001300,0.001300
94788,0.196654,0.196375,0.000279,0.000279
81906,0.342738,0.339985,0.002753,0.002753
70553,0.306945,0.305948,0.000997,0.000997
25122,0.171806,0.169967,0.001839,0.001839
83369,0.233982,0.234556,0.000574,-0.000574
61330,0.122900,0.121378,0.001522,0.001522
23284,0.169304,0.166927,0.002376,0.002376
84530,0.484531,0.482589,0.001943,0.001943
83820,0.242622,0.237938,0.004684,0.004684
90106,0.421419,0.419652,0.001767,0.001767
53072,0.068664,0.065280,0.003384,0.003384
35525,0.475359,0.474124,0.001235,0.001235
6397,0.053388,0.050526,0.002862,0.002862
93808,0.260020,0.259012,0.001008,0.001008
54220,0.470828,0.470199,0.000629,0.000629
46850,0.534907,0.532880,0.002027,0.002027
34865,0.425514,0.423288,0.002225,0.002225
8329,0.274387,0.273298,0.001089,0.001089
95804,0.343437,0.341943,0.001494,0.001494
3471,0.176318,0.173985,0.002333,0.002333
14472,0.185564,0.181766,0.003798,0.003798
57418,0.553643,0.551835,0.001809,0.001809
84045,0.374391,0.373090,0.001301,0.001301
30254,0.424604,0.422136,0.002468,0.002468
83930,0.570920,0.567780,0.003140,0.003140
30447,0.016988,0.014189,0.002799,0.002799
99751,0.082879,0.079955,0.002924,0.002924
34051,0.420479,0.418570,0.001909,0.001909
45253,0.359195,0.358646,0.000548,0.000548
59792,0.200184,0.197982,0.002202,0.002202
77984,0.482778,0.480765,0.002013,0.002013
75564,0.080929,0.077899,0.003030,0.003030
21621,0.245262,0.244771,0.000491,0.000491
33787,0.404880,0.402191,0.002689,0.002689
16184,0.192555,0.190666,0.001889,0.001889
75054,0.406893,0.405276,0.001617,0.001617
27386,0.579807,0.578375,0.001432,0.001432
25051,0.297750,0.297975,0.000226,-0.000226
84730,0.402273,0.400936,0.001337,0.001337
50288,0.211969,0.208396,0.003573,0.003573
1651,0.214297,0.212998,0.001299,0.001299
33937,0.548729,0.548161,0.000568,0.000568
76256,0.321538,0.319873,0.001666,0.001666
6256,0.534508,0.532832,0.001676,0.001676
28854,0.181184,0.179670,0.001514,0.001514
5469,0.408593,0.407054,0.001540,0.001540
94947,0.342913,0.342474,0.000440,0.000440
81580,0.003037,0.002332,0.000705,0.000705
98384,0.196649,0.195714,0.000935,0.000935
10258,0.450248,0.448356,0.001892,0.001892
43934,0.416890,0.415497,0.001393,0.001393
13428,0.360484,0.359390,0.001094,0.001094
37861,0.355547,0.353794,0.001753,0.001753
21817,0.149012,0.146398,0.002614,0.002614
66077,0.264714,0.263508,0.001206,0.001206
62539,0.502279,0.499889,0.002390,0.002390
42092,0.195647,0.194278,0.001369,0.001369
49815,0.204999,0.202329,0.002670,0.002670
78229,0.222732,0.222547,0.000185,0.000185
55506,0.258977,0.256906,0.002071,0.002071
5997,0.135851,0.133664,0.002186,0.002186
68926,0.139483,0.136722,0.002761,0.002761
28731,0.251543,0.249236,0.002307,0.002307
60603,0.521909,0.518828,0.003081,0.003081
97708,0.246439,0.245403,0.001035,0.001035
14226,0.341738,0.340861,0.000877,0.000877
16029,0.635978,0.634798,0.001179,0.001179
99928,0.557825,0.552069,0.005756,0.005756
11005,0.300897,0.299966,0.000930,0.000930
36727,0.067574,0.063991,0.003583,0.003583
93059,0.180457,0.179072,0.001385,0.001385
6643,0.455340,0.453308,0.002032,0.002032
95286,0.511968,0.511375,0.000593,0.000593
23225,0.580186,0.578069,0.002117,0.002117
48868,0.488658,0.483770,0.004887,0.004887
16087,0.241990,0.239856,0.002134,0.002134
69122,0.084510,0.081984,0.002526,0.002526
94733,0.048415,0.044727,0.003688,0.003688
36060,0.494103,0.492717,0.001386,0.001386
68099,0.001112,0.002791,0.001679,-0.001679
27766,0.266708,0.264236,0.002472,0.002472
59664,0.459894,0.460373,0.000478,-0.000478
97164,0.013274,0.011557,0.001717,0.001717
37804,0.485105,0.484316,0.000789,0.000789
33848,0.318913,0.315668,0.003245,0.003245
61627,0.191770,0.189939,0.001832,0.001832
64429,0.239543,0.239067,0.000476,0.000476
92197,0.184206,0.182746,0.001461,0.001461
80073,0.023150,0.021880,0.001270,0.001270
59796,0.154706,0.153092,0.001614,0.001614
2023,0.362382,0.361354,0.001028,0.001028
78645,0.632629,0.631473,0.001156,0.001156
73445,0.005616,0.004687,0.000928,0.000928
98374,0.211699,0.206028,0.005671,0.005671
23705,0.418719,0.417413,0.001306,0.001306
66549,0.440217,0.438903,0.001314,0.001314
18313,0.461939,0.460063,0.001877,0.001877
9596,0.211730,0.208060,0.003670,0.003670
82617,0.187660,0.186094,0.001566,0.001566
23762,0.006802,0.005624,0.001178,0.001178
12087,0.115298,0.113634,0.001664,0.001664
54341,0.236160,0.236372,0.000212,-0.000212
5110,0.253050,0.251894,0.001156,0.001156
89822,0.599737,0.598660,0.001078,0.001078
36751,0.131082,0.128441,0.002641,0.002641
15379,0.273265,0.269204,0.004061,0.004061
89464,0.096980,0.094625,0.002355,0.002355
40372,0.235525,0.234543,0.000982,0.000982
19873,0.163363,0.161868,0.001495,0.001495
13944,0.352311,0.350792,0.001519,0.001519
63437,0.564324,0.562852,0.001472,0.001472
26832,0.373753,0.373291,0.000463,0.000463
35851,0.107003,0.105270,0.001734,0.001734
10805,0.401105,0.399289,0.001816,0.001816
19033,0.346491,0.345081,0.001410,0.001410
47701,0.500539,0.498732,0.001807,0.001807
84899,0.331373,0.330733,0.000640,0.000640
37900,0.081134,0.077592,0.003542,0.003542
67695,0.268683,0.264596,0.004087,0.004087
31656,0.320622,0.319539,0.001082,0.001082
76865,0.514069,0.509506,0.004563,0.004563
25498,0.456787,0.455508,0.001279,0.001279
79578,0.434464,0.432667,0.001797,0.001797
80102,0.564054,0.561403,0.002651,0.002651
36735,0.103540,0.100567,0.002973,0.002973
34196,-0.000430,0.000696,0.001126,-0.001126
3081,0.389136,0.388094,0.001042,0.001042
68056,0.136229,0.133323,0.002906,0.002906
98019,-0.000446,0.000365,0.000810,-0.000810
21727,0.582371,0.580804,0.001568,0.001568
62946,0.493453,0.492343,0.001110,0.001110
38787,0.015765,0.013469,0.002296,0.002296
82368,0.539111,0.535407,0.003703,0.003703
49666,0.585313,0.583900,0.001413,0.001413
91396,0.128050,0.126494,0.001556,0.001556
55147,0.234883,0.234176,0.000708,0.000708
22656,0.418733,0.416956,0.001777,0.001777
65095,0.146735,0.143877,0.002858,0.002858
41321,0.350159,0.350163,0.000004,-0.000004
88199,0.165738,0.163764,0.001974,0.001974
29806,0.121056,0.118570,0.002485,0.002485
56447,0.320863,0.319959,0.000903,0.000903
9496,0.140906,0.138788,0.002118,0.002118
5926,0.114771,0.111610,0.003161,0.003161
29725,-0.002277,0.000000,0.002277,-0.002277
51612,0.141588,0.139582,0.002006,0.002006
81942,0.143465,0.140016,0.003449,0.003449
83986,0.090760,0.086556,0.004205,0.004205
18037,0.395818,0.392643,0.003175,0.003175
8894,0.141907,0.139299,0.002608,0.002608
8706,0.440394,0.438792,0.001602,0.001602
66912,0.231585,0.228219,0.003366,0.003366
67260,0.124574,0.122525,0.002050,0.002050
27044,0.334700,0.333438,0.001262,0.001262
3754,0.249228,0.248056,0.001171,0.001171
57804,0.235800,0.233906,0.001894,0.001894
29739,0.048752,0.044264,0.004488,0.004488
20567,0.467685,0.465093,0.002592,0.002592
46486,0.111076,0.108028,0.003048,0.003048
91598,0.427635,0.426815,0.000820,0.000820
44638,0.605510,0.603204,0.002306,0.002306
48689,0.209468,0.208506,0.000962,0.000962
24858,0.140216,0.137585,0.002632,0.002632
55731,0.150088,0.146938,0.003150,0.003150
64028,0.490047,0.488920,0.001127,0.001127
13057,0.575353,0.572474,0.002879,0.002879
85457,0.059797,0.056523,0.003274,0.003274
48908,0.090326,0.084700,0.005626,0.005626
93980,0.149468,0.148687,0.000780,0.000780
23387,0.382707,0.381238,0.001468,0.001468
43541,0.555372,0.553234,0.002138,0.002138
58712,0.091924,0.090499,0.001424,0.001424
86250,0.440085,0.438764,0.001321,0.001321
58005,0.351934,0.351769,0.000164,0.000164
57941,0.431600,0.429628,0.001972,0.001972
94463,0.352815,0.351357,0.001458,0.001458
14571,0.498665,0.497053,0.001612,0.001612
94870,0.189094,0.188299,0.000795,0.000795
82566,0.537633,0.536532,0.001101,0.001101
55533,0.285320,0.285116,0.000204,0.000204
23911,0.325054,0.323944,0.001111,0.001111
79751,0.393524,0.391728,0.001795,0.001795
15997,0.550303,0.548504,0.001798,0.001798
28044,0.463001,0.460940,0.002061,0.002061
56849,0.654392,0.653030,0.001362,0.001362
43950,0.111921,0.109210,0.002711,0.002711
50408,0.111867,0.109772,0.002095,0.002095
37643,0.344530,0.343271,0.001259,0.001259
76272,0.339328,0.338854,0.000473,0.000473
48758,0.478716,0.476854,0.001861,0.001861
30841,0.528668,0.526406,0.002262,0.002262
77794,0.519538,0.517579,0.001959,0.001959
61332,0.158657,0.156646,0.002011,0.002011
84080,0.173501,0.171691,0.001810,0.001810
64946,0.122491,0.120078,0.002414,0.002414
93471,0.535255,0.533156,0.002099,0.002099
76971,0.558713,0.557336,0.001377,0.001377
46804,0.018683,0.016083,0.002600,0.002600
14291,0.238473,0.236255,0.002218,0.002218
2461,0.257327,0.255636,0.001691,0.001691
77811,0.125876,0.122403,0.003472,0.003472
92949,0.260164,0.259278,0.000886,0.000886
77425,0.475714,0.473299,0.002415,0.002415
49145,0.106892,0.107414,0.000523,-0.000523
55419,0.344432,0.343631,0.000802,0.000802
54093,0.569989,0.567468,0.002521,0.002521
38714,0.630843,0.629227,0.001616,0.001616
70119,0.390812,0.389235,0.001577,0.001577
22168,0.505912,0.502211,0.003700,0.003700
45000,0.095749,0.092716,0.003033,0.003033
26806,0.416883,0.414619,0.002264,0.002264
89489,0.418335,0.416591,0.001744,0.001744
58279,0.205453,0.204291,0.001162,0.001162
45838,-0.002591,0.000000,0.002591,-0.002591
16905,0.538763,0.536772,0.001991,0.001991
57866,0.119440,0.117501,0.001939,0.001939
95457,0.472119,0.470836,0.001283,0.001283
64379,0.176310,0.173150,0.003160,0.003160
60703,0.091663,0.089255,0.002408,0.002408
9503,0.209863,0.206980,0.002883,0.002883
69519,0.416390,0.415467,0.000923,0.000923
39071,0.446929,0.444862,0.002067,0.002067
59765,0.412071,0.411093,0.000977,0.000977
17153,0.279164,0.277269,0.001895,0.001895
87527,0.586306,0.582988,0.003318,0.003318
5978,0.437834,0.436728,0.001105,0.001105
25227,0.129775,0.128052,0.001723,0.001723
85667,0.213528,0.211186,0.002342,0.002342
34964,0.258707,0.257468,0.001239,0.001239
46857,0.552134,0.550692,0.001442,0.001442
57713,0.144301,0.141981,0.002320,0.002320
99860,0.246078,0.243480,0.002598,0.002598
86205,0.001518,0.001750,0.000232,-0.000232
61558,0.394698,0.393454,0.001244,0.001244
78040,0.470979,0.468452,0.002527,0.002527
59560,0.090012,0.087206,0.002806,0.002806
42600,0.346232,0.345914,0.000318,0.000318
26189,0.056377,0.051878,0.004499,0.004499
6979,0.261960,0.261381,0.000579,0.000579
50979,0.362964,0.361945,0.001019,0.001019
77360,0.398988,0.398589,0.000400,0.000400
91074,0.104963,0.103637,0.001325,0.001325
96718,0.222681,0.220601,0.002080,0.002080
52161,0.467682,0.466192,0.001490,0.001490
35144,0.069266,0.066795,0.002471,0.002471
61063,0.256651,0.255863,0.000788,0.000788
17630,0.436399,0.434716,0.001683,0.001683
23888,0.165923,0.164092,0.001831,0.001831
39279,0.315005,0.314664,0.000341,0.000341
78815,0.263759,0.262524,0.001235,0.001235
28270,0.500017,0.497069,0.002948,0.002948
98951,0.509074,0.507858,0.001216,0.001216
47241,0.061056,0.056946,0.004110,0.004110
5439,0.392988,0.392556,0.000432,0.000432
76295,0.004270,0.003078,0.001192,0.001192
29956,0.588608,0.587081,0.001527,0.001527
92601,0.402281,0.400900,0.001381,0.001381
28138,0.483735,0.482223,0.001512,0.001512
57906,0.326531,0.323821,0.002710,0.002710
64027,0.563903,0.561538,0.002364,0.002364
70067,0.406468,0.404699,0.001769,0.001769
9866,0.557741,0.556444,0.001297,0.001297
48355,0.433701,0.432345,0.001356,0.001356
10142,0.400874,0.399761,0.001113,0.001113
44857,0.348054,0.347451,0.000603,0.000603
94439,0.431450,0.430500,0.000950,0.000950
88340,0.556207,0.554258,0.001949,0.001949
16531,0.291052,0.289601,0.001451,0.001451
83588,0.118022,0.114735,0.003287,0.003287
76816,0.423130,0.422463,0.000667,0.000667
89570,0.587099,0.585598,0.001501,0.001501
28082,0.308380,0.307214,0.001166,0.001166
7788,0.414088,0.412963,0.001125,0.001125
36224,0.402860,0.402124,0.000735,0.000735
63530,0.135363,0.132867,0.002496,0.002496
94294,0.049232,0.045133,0.004099,0.004099
60920,0.264317,0.264248,0.000069,0.000069
70476,0.246134,0.245183,0.000951,0.000951
41991,0.563849,0.562092,0.001758,0.001758
92260,0.405571,0.404997,0.000574,0.000574
22614,0.121617,0.118930,0.002686,0.002686
63936,0.448095,0.445860,0.002235,0.002235
30111,0.236473,0.234762,0.001711,0.001711
47684,-0.001210,0.000070,0.001280,-0.001280
96722,0.420276,0.418551,0.001725,0.001725
56492,0.356992,0.354640,0.002352,0.002352
25431,0.124051,0.122339,0.001712,0.001712
7099,0.221884,0.219547,0.002337,0.002337
73616,0.423438,0.422546,0.000892,0.000892
49230,0.411535,0.410170,0.001365,0.001365
23472,0.597750,0.596720,0.001030,0.001030
51399,0.487963,0.487132,0.000831,0.000831
97687,0.248453,0.247814,0.000639,0.000639
98154,-0.001360,0.000016,0.001376,-0.001376
92961,0.188109,0.186965,0.001144,0.001144
90900,0.387056,0.385837,0.001219,0.001219
51431,0.491535,0.490062,0.001473,0.001473
28671,0.365426,0.363143,0.002284,0.002284
20281,0.451811,0.449940,0.001871,0.001871
97399,0.492774,0.491256,0.001519,0.001519
89097,0.143758,0.141482,0.002275,0.002275
42080,0.417459,0.415692,0.001767,0.001767
6172,0.264497,0.262875,0.001622,0.001622
3631,0.090472,0.088509,0.001962,0.001962
49723,0.456244,0.454710,0.001535,0.001535
64641,0.451926,0.450132,0.001794,0.001794
90536,0.283396,0.281087,0.002310,0.002310
33160,0.362826,0.361743,0.001082,0.001082
3191,0.565651,0.563708,0.001943,0.001943
32784,0.315271,0.314799,0.000472,0.000472
30911,0.390508,0.389176,0.001332,0.001332
53352,0.210441,0.208855,0.001586,0.001586
64041,0.237009,0.235432,0.001577,0.001577
55316,0.304146,0.303946,0.000200,0.000200
19877,0.578188,0.575413,0.002775,0.002775
30620,0.603162,0.600627,0.002534,0.002534
26035,0.500808,0.498809,0.001999,0.001999
98004,0.162395,0.160267,0.002127,0.002127
14056,0.281045,0.279408,0.001637,0.001637
72930,0.556768,0.554370,0.002398,0.002398
