k,theta,sigma,v0,rho,T,Strike,Price
0.177756,0.202010,0.225375,0.022917,-0.829174,1.226529,1.072680,0.121974
0.975696,0.039823,0.391794,0.653732,-0.307840,1.362038,1.274120,0.461253
0.881745,0.242695,0.472677,0.372492,-0.346846,1.995304,1.225720,0.441357
0.935006,0.457812,0.074301,0.621895,-0.322393,1.109229,1.329560,0.541877
0.222405,0.539577,0.988862,0.090778,-0.913226,1.131271,0.640760,0.033654
0.115386,0.176888,0.775716,0.280141,-0.940847,1.782171,1.124280,0.255608
0.854124,0.591400,0.774726,0.223419,-0.341896,1.057287,0.770360,0.111260
0.502970,0.371702,0.369420,0.712982,-0.184685,1.013971,1.046840,0.339035
0.047571,0.500077,0.238244,0.578919,-0.421888,0.976979,1.045480,0.317420
0.839075,0.579946,0.544947,0.780448,-0.364073,1.438704,0.946920,0.334785
0.287250,0.628215,0.547818,0.663370,-0.069448,1.361654,0.652840,0.149707
0.929264,0.651915,0.272697,0.277692,-0.798584,1.123796,1.392200,0.537918
0.539996,0.563040,0.743046,0.346975,-0.430897,0.850096,1.348360,0.450352
0.114593,0.389082,0.073607,0.377943,-0.905207,1.273679,0.704440,0.111799
0.396744,0.330859,0.277746,0.612415,-0.686416,0.120229,0.846200,0.041187
0.657509,0.792298,0.338730,0.791429,-0.867685,1.765688,0.916680,0.369859
0.577122,0.368937,0.666321,0.226263,-0.835808,1.157529,1.121080,0.262373
0.310713,0.315138,0.726414,0.190792,-0.417829,1.572871,1.031720,0.215676
0.881250,0.266948,0.846501,0.129804,-0.529204,0.128471,1.074280,0.095878
0.725127,0.047881,0.498516,0.695602,-0.512869,0.809463,0.828440,0.156768
0.282498,0.427555,0.307841,0.497312,-0.761261,1.577087,1.076520,0.371531
0.528909,0.404803,0.162312,0.143471,-0.042322,1.981504,0.646360,0.086514
0.199338,0.074978,0.955005,0.218995,-0.067072,1.626346,1.276040,0.377828
0.218346,0.734944,0.230622,0.060442,-0.262696,0.846838,0.970840,0.108760
0.361104,0.077505,0.263885,0.245223,-0.703939,1.016654,1.012200,0.187076
0.681369,0.709743,0.333383,0.203037,-0.353776,0.900888,0.778520,0.099887
0.983517,0.131147,0.538907,0.641645,-0.701167,1.067063,0.874600,0.187349
0.813534,0.463895,0.617910,0.227448,-0.462478,0.272221,1.139160,0.189121
0.227553,0.107762,0.205971,0.204143,-0.246064,1.577471,1.330920,0.440975
0.418920,0.245460,0.366648,0.604357,-0.915107,1.841204,1.157240,0.444337
0.686220,0.715115,0.983021,0.631533,-0.437728,1.489879,1.064680,0.386827
0.317247,0.066446,0.427830,0.224366,-0.411592,1.518438,0.966360,0.178984
0.596130,0.421235,0.493368,0.349266,-0.796801,1.354754,0.734760,0.127388
0.304574,0.456390,0.847986,0.442486,-0.973517,0.621821,1.028600,0.203801
0.232305,0.712824,0.647412,0.285750,-0.505939,0.393163,1.115160,0.201359
0.239730,0.260312,0.186864,0.702238,-0.757795,1.454804,1.041400,0.387588
0.844025,0.628768,0.914811,0.552138,-0.356351,0.956279,1.201400,0.404657
0.108554,0.584528,0.544452,0.200509,-0.337541,1.444263,0.650040,0.061178
0.619296,0.794747,0.675627,0.683120,-0.236560,1.416087,0.812680,0.252490
0.072321,0.151371,0.274182,0.088013,-0.986486,1.361846,1.183720,0.231725
0.496833,0.614548,0.373578,0.597247,-0.933223,0.781288,0.689320,0.104071
0.515346,0.201220,0.882042,0.444935,-0.561676,1.648387,1.117560,0.324865
0.138552,0.426844,0.029354,0.336863,-0.353974,1.436213,0.666760,0.097812
0.916593,0.335757,0.710772,0.486726,-0.834719,0.103171,1.206680,0.229074
0.278537,0.116848,0.992922,0.298153,-0.024799,1.092746,1.096760,0.250268
0.041235,0.355744,0.267945,0.739921,-0.252994,1.625771,0.637560,0.179861
0.888081,0.135334,0.863034,0.404566,-0.375952,1.280196,1.367160,0.469041
0.963122,0.734312,0.034800,0.601276,-0.011335,1.209854,0.910040,0.285178
0.204188,0.184946,0.750966,0.742449,-0.111722,0.125021,0.632360,0.007320
0.604742,0.424316,0.941343,0.370991,-0.916096,0.188846,1.161160,0.200345
0.297744,0.386001,0.715326,0.610519,-0.292000,1.598938,0.902280,0.276369
0.121425,0.783845,0.173400,0.392163,-0.314770,1.094087,1.118520,0.339490
0.637907,0.353216,0.921048,0.525436,-0.443272,0.856421,1.099560,0.293370
0.351105,0.586424,0.598506,0.450465,-0.703642,0.930596,0.829880,0.155386
0.051630,0.524172,0.288141,0.246250,-0.318137,1.881454,1.282920,0.454168
0.447630,0.302893,0.475647,0.233373,-0.361301,0.711713,1.225560,0.307234
0.386943,0.022127,0.837690,0.426212,-0.956488,0.660729,0.679240,0.060395
0.066380,0.132174,0.172905,0.659657,-0.934708,0.756946,1.272360,0.455604
0.522869,0.011461,0.637413,0.744187,-0.835214,0.464463,0.946360,0.181117
0.623157,0.306211,0.162510,0.226658,-0.425156,0.211462,0.918200,0.050068
0.179735,0.065340,0.511386,0.112107,-0.732749,1.909821,0.735400,0.058407
0.282201,0.429766,0.691665,0.603962,-0.589001,1.582263,1.134920,0.413483
0.929364,0.468714,0.494853,0.766781,-0.858082,1.386188,0.655320,0.150919
0.875706,0.308028,0.529899,0.619446,-0.511384,0.448554,0.759960,0.081048
0.443571,0.774997,0.582765,0.591400,-0.572863,1.397304,0.947800,0.308385
0.485942,0.362617,0.667608,0.094965,-0.037471,1.040612,0.979320,0.135635
0.864816,0.590374,0.751362,0.012647,-0.085684,1.166729,1.163320,0.300957
0.607317,0.057993,0.526533,0.030975,-0.715027,1.185321,0.873240,0.033573
0.197358,0.062496,0.819672,0.184472,-0.618106,1.404588,0.829000,0.086995
0.206763,0.097572,0.306159,0.465870,-0.484753,1.258729,1.085720,0.330188
0.843233,0.513348,0.453372,0.651283,-0.354667,1.535688,0.932120,0.311184
0.845214,0.357956,0.164292,0.129645,-0.876298,0.331829,0.852920,0.032127
0.534254,0.033898,0.513366,0.578366,-0.046778,1.870337,1.218360,0.466045
0.424860,0.474481,0.436244,0.450228,-0.899168,0.981388,0.984360,0.239498
0.156075,0.171595,0.192408,0.411992,-0.728194,0.158371,1.036920,0.121988
0.445254,0.323670,0.656421,0.421393,-0.522769,0.832846,1.195240,0.338107
0.410010,0.128382,0.986289,0.563988,-0.418720,1.136637,1.078120,0.299126
0.502377,0.032239,0.092417,0.799961,-0.422878,0.836679,0.919240,0.238409
0.101724,0.343025,0.641175,0.522592,-0.202900,0.767487,0.706440,0.092407
0.556728,0.425659,0.985001,0.679328,-0.445648,1.717963,1.140920,0.428794
0.973815,0.644489,0.484953,0.131147,-0.330214,1.229788,1.208120,0.387066
0.040839,0.083431,0.285963,0.426291,-0.983218,1.858263,0.751960,0.180501
0.622661,0.613047,0.124295,0.480959,-0.321799,0.573138,1.169720,0.322474
0.169044,0.584607,0.719088,0.621658,-0.226066,0.930021,0.866360,0.203701
0.878874,0.019440,0.268935,0.555930,-0.959657,1.257004,1.184120,0.365451
0.704238,0.472901,0.024998,0.490123,-0.641668,0.335279,0.890360,0.102849
0.394170,0.606885,0.938373,0.029000,-0.234383,1.028538,0.957240,0.106968
0.972726,0.378259,0.889467,0.288199,-0.471785,0.265896,0.889960,0.060219
0.595635,0.066051,0.030443,0.469267,-0.647609,0.862171,1.066600,0.267302
0.642363,0.406383,0.962430,0.329358,-0.663152,0.819429,0.656120,0.057971
0.551778,0.717959,0.461391,0.656497,-0.191812,0.578121,0.955000,0.213680
0.506634,0.250358,0.087765,0.524646,-0.495247,1.050196,0.682920,0.103011
0.403872,0.148685,0.312000,0.620394,-0.185971,0.694463,1.119640,0.320419
0.547521,0.019835,0.960450,0.212991,-0.137263,0.887279,0.763240,0.045954
0.778289,0.654205,0.509802,0.115504,-0.136075,1.897554,0.911480,0.261784
0.324177,0.031370,0.165975,0.623633,-0.429214,0.150512,0.827560,0.044690
0.608900,0.233610,0.872340,0.695207,-0.069646,1.767988,1.365880,0.610185
0.726117,0.241352,0.165579,0.246882,-0.090040,1.721988,1.280200,0.447958
0.354471,0.343894,0.924414,0.609492,-0.367439,1.725246,0.919320,0.276118
0.787002,0.161404,0.892239,0.212675,-0.960844,1.185513,1.048280,0.173709
0.253095,0.367041,0.907088,0.067868,-0.313879,0.800263,0.802360,0.031096
0.809970,0.341840,0.790466,0.334888,-0.573952,1.214071,0.689240,0.089810
0.042720,0.556324,0.364173,0.305816,-0.171517,0.677596,1.048600,0.207180
0.042819,0.788031,0.986882,0.565647,-0.810958,1.457871,0.953720,0.255870
0.674043,0.051673,0.867786,0.337337,-0.467527,0.086112,0.845000,0.014494
0.725820,0.111081,0.235473,0.275796,-0.403771,0.768638,0.968600,0.149486
0.065193,0.749559,0.394665,0.787558,-0.340015,0.623929,0.610760,0.076240
0.324375,0.596536,0.367737,0.638169,-0.787397,0.889196,1.144920,0.376365
0.147858,0.445646,0.504356,0.635246,-0.044401,0.484779,1.138360,0.305605
0.364965,0.191582,0.172806,0.347765,-0.485545,1.700713,0.687800,0.112228
0.878082,0.797433,0.830760,0.601197,-0.518809,0.751771,1.048680,0.289985
0.341700,0.687070,0.551778,0.233215,-0.835411,1.905029,1.266040,0.451936
0.406149,0.509398,0.884912,0.135334,-0.072517,1.399029,1.276360,0.391255
0.125583,0.143392,0.351897,0.267342,-0.806701,0.846646,0.811160,0.091778
0.302595,0.501025,0.116375,0.136993,-0.262894,1.865163,0.889560,0.186262
0.360212,0.234953,0.291407,0.664792,-0.402880,1.766454,0.939720,0.328443
0.351600,0.431663,0.293585,0.412150,-0.784129,0.330104,0.623480,0.016336
0.140333,0.610835,0.725720,0.023233,-0.319522,0.226796,1.107080,0.110950
0.273885,0.391057,0.538314,0.131542,-0.284674,1.329646,1.311240,0.388954
0.059946,0.778157,0.179735,0.672692,-0.764923,1.008987,1.099000,0.380381
0.278340,0.572836,0.106376,0.792298,-0.318631,0.867154,0.996040,0.312952
0.481488,0.560196,0.514058,0.166618,-0.297049,1.997029,0.994920,0.285274
0.387338,0.350609,0.702753,0.025603,-0.969557,0.247496,0.871160,0.008710
0.269331,0.352268,0.398130,0.129962,-0.757003,1.867846,0.680440,0.074368
0.988862,0.561776,0.684042,0.019678,-0.885505,1.086804,1.365560,0.423322
0.373479,0.392874,0.341402,0.492098,-0.124987,0.442804,1.303480,0.393567
0.264777,0.228554,0.796902,0.790323,-0.859171,0.746979,1.076040,0.312220
0.360015,0.425027,0.912038,0.227685,-0.158548,1.089104,1.204840,0.323917
0.920751,0.782976,0.304278,0.136124,-0.846104,0.426129,0.788600,0.041630
0.589200,0.421867,0.550293,0.720408,-0.784327,0.445871,1.358520,0.457221
0.814424,0.439879,0.066183,0.232741,-0.627808,0.391246,0.904840,0.079636
0.828384,0.551032,0.868776,0.270977,-0.685921,1.988021,1.212680,0.444013
0.695229,0.382762,0.705228,0.499682,-0.642856,0.902613,0.618440,0.071052
0.038364,0.570940,0.487131,0.586029,-0.428620,0.195937,0.693400,0.021578
0.956985,0.608623,0.996981,0.354875,-0.563063,1.238796,1.375320,0.518958
0.103406,0.205565,0.160134,0.015649,-0.849668,1.785621,0.766600,0.020869
0.583458,0.414678,0.423275,0.078532,-0.090535,0.218363,1.355560,0.356885
0.120633,0.571572,0.056184,0.497233,-0.208048,0.998446,0.821160,0.171517
0.435057,0.065419,0.861449,0.307159,-0.564646,0.838021,1.354520,0.403171
0.146966,0.026551,0.505248,0.438220,-0.777694,0.757138,1.117320,0.279447
0.106971,0.573072,0.892734,0.290806,-0.382882,0.719379,1.295000,0.364333
0.882933,0.227606,0.968172,0.574653,-0.365459,1.975179,1.034440,0.322016
0.010743,0.506871,0.030939,0.551348,-0.433967,1.365487,1.379240,0.612424
0.603851,0.060442,0.346253,0.296968,-0.938075,1.284604,1.333320,0.415092
0.599199,0.310793,0.684240,0.340418,-0.703445,1.942213,1.132680,0.350942
0.587021,0.145762,0.299426,0.235427,-0.828086,1.639379,0.682280,0.075641
0.136770,0.063444,0.148650,0.382209,-0.291010,1.296871,0.631080,0.078223
0.707010,0.693943,0.661767,0.725148,-0.059449,1.368938,0.624120,0.146362
0.212802,0.310161,0.127562,0.506871,-0.702949,0.258804,0.877480,0.081889
0.355263,0.118033,0.214683,0.768045,-0.442183,1.793863,1.041800,0.416014
0.134294,0.106182,0.735422,0.118981,-0.000544,0.567579,1.051160,0.124075
0.679191,0.705635,0.378231,0.460577,-0.272893,0.495321,1.132760,0.278723
0.624147,0.186684,0.350610,0.640144,-0.428323,0.470979,0.617720,0.040767
0.887289,0.550400,0.861846,0.314743,-0.824422,0.576013,1.191720,0.282732
0.225078,0.797512,0.288735,0.232899,-0.443569,0.814638,1.283560,0.377855
0.601872,0.592270,0.969954,0.106499,-0.933719,1.553129,1.068440,0.245834
0.197952,0.141891,0.050937,0.211648,-0.986783,1.286138,1.060040,0.236990
0.477131,0.082799,0.411594,0.514929,-0.960251,1.918254,1.013000,0.302895
0.986586,0.045669,0.840462,0.635720,-0.190030,0.908938,0.761560,0.112502
0.142809,0.618735,0.646620,0.661553,-0.233591,0.739121,0.849640,0.178496
0.011633,0.147342,0.606723,0.260470,-0.008365,1.078179,1.366360,0.462574
0.424266,0.182023,0.161322,0.123483,-0.217354,1.608521,1.039240,0.208402
0.703446,0.208725,0.521186,0.110528,-0.541282,0.386838,1.367080,0.371141
0.012228,0.500629,0.091032,0.618893,-0.320017,1.388296,0.970120,0.334796
0.060342,0.689361,0.602069,0.722383,-0.142312,0.655171,1.175240,0.380897
0.950649,0.562171,0.457926,0.532862,-0.490099,0.478454,0.906360,0.146177
0.599298,0.108237,0.631671,0.744819,-0.115483,0.488229,0.999080,0.219563
0.752748,0.621816,0.701070,0.154136,-0.580882,1.589546,0.739880,0.135881
0.164886,0.400932,0.494556,0.249884,-0.526531,1.039654,0.693160,0.064398
0.291507,0.744819,0.084993,0.696945,-0.600484,1.230363,0.869880,0.271977
0.754926,0.099310,0.449808,0.027024,-0.405751,1.031221,0.673400,0.007336
0.978962,0.221286,0.812841,0.198771,-0.001336,1.462854,0.770200,0.090030
0.789575,0.165512,0.549995,0.112266,-0.175082,1.877621,1.227720,0.339004
0.535046,0.177994,0.157461,0.701843,-0.589396,1.768179,1.059480,0.401304
0.318633,0.377232,0.293388,0.045037,-0.656914,0.186163,1.362680,0.362682
0.316851,0.530334,0.735225,0.478273,-0.750073,0.576779,0.669000,0.060409
0.762054,0.709506,0.306753,0.769704,-0.759775,1.558304,1.221960,0.554638
0.423474,0.711481,0.763242,0.528912,-0.244183,0.296563,1.347880,0.403460
0.292200,0.560433,0.831750,0.325092,-0.417334,0.861021,1.369400,0.452105
0.748094,0.330937,0.455451,0.109501,-0.563260,1.943171,0.684040,0.090169
0.452580,0.476219,0.055590,0.061153,-0.045292,1.875129,1.147880,0.336128
0.450798,0.424474,0.109743,0.298627,-0.379813,1.789646,1.158200,0.407572
0.371895,0.273189,0.718296,0.245381,-0.197257,1.083163,1.167960,0.296520
0.326454,0.211727,0.176370,0.365540,-0.751756,0.605146,1.391080,0.458877
0.093011,0.638564,0.927284,0.417364,-0.854221,0.986563,1.130440,0.283522
0.994605,0.137546,0.938274,0.187079,-0.262102,1.210046,1.128920,0.234367
0.892139,0.290806,0.678102,0.193162,-0.749281,0.450088,0.619720,0.012190
0.904218,0.237086,0.957678,0.071028,-0.944708,0.910088,1.001800,0.109194
0.854321,0.569913,0.317643,0.587530,-0.086179,0.559529,0.975160,0.208996
0.647016,0.538865,0.300318,0.189054,-0.232502,0.423638,0.817400,0.045017
0.217158,0.152082,0.866201,0.199482,-0.039056,1.664296,0.819400,0.099017
0.254381,0.564936,0.220821,0.460103,-0.891346,0.368437,0.724760,0.045760
0.626522,0.308818,0.417732,0.287725,-0.327641,0.646163,1.219560,0.312872
0.446046,0.575443,0.974607,0.771521,-0.375062,1.061696,1.387240,0.584779
0.953916,0.721276,0.591477,0.689598,-0.034996,1.035054,1.000040,0.325363
0.017376,0.304789,0.956292,0.266790,-0.298930,1.876663,1.312280,0.422846
0.872340,0.316639,0.887981,0.271292,-0.833333,0.233121,1.278600,0.290155
0.481092,0.672534,0.620088,0.144656,-0.427333,0.901271,1.238200,0.330004
0.925602,0.438299,0.567123,0.114636,-0.982525,0.652871,0.920440,0.098004
0.676815,0.617471,0.333582,0.582474,-0.785416,1.964446,0.896520,0.326606
0.861945,0.373914,0.137562,0.535469,-0.502574,1.163854,1.200440,0.424573
0.033413,0.549293,0.778389,0.297047,-0.661666,1.971729,0.853640,0.166358
0.908079,0.615970,0.508118,0.419417,-0.472576,1.739429,0.656280,0.153314
0.255075,0.458918,0.184884,0.639670,-0.371497,0.623738,0.669960,0.079237
0.953124,0.359220,0.776309,0.529860,-0.364468,0.461204,0.942680,0.152224
0.146868,0.625529,0.537423,0.523540,-0.375754,0.690821,1.369160,0.487904
0.188052,0.777209,0.705723,0.030185,-0.970546,1.887779,0.701560,0.068240
0.467429,0.333703,0.377241,0.467845,-0.146173,0.915071,1.138520,0.336876
0.992427,0.312531,0.572370,0.036583,-0.823036,0.261104,0.750680,0.002989
0.146175,0.232346,0.211713,0.034135,-0.172013,1.585713,0.651720,0.010392
0.397338,0.279983,0.293190,0.568728,-0.625432,0.461012,1.116520,0.268101
0.250125,0.762436,0.014208,0.213307,-0.226858,1.953713,0.863640,0.226152
0.302991,0.762357,0.851352,0.339549,-0.520096,1.212921,0.853880,0.169941
0.587715,0.260075,0.547224,0.467529,-0.836402,0.702704,1.319640,0.415785
0.945501,0.328884,0.180726,0.432453,-0.057964,1.053838,1.021480,0.265618
0.466935,0.668505,0.848580,0.451018,-0.982723,0.814063,1.240440,0.364228
0.746808,0.245302,0.527226,0.242221,-0.517324,0.239446,1.389320,0.396733
0.060144,0.013199,0.024405,0.204538,-0.967576,0.250371,1.170920,0.205271
0.884814,0.435060,0.875805,0.281326,-0.893921,1.739813,0.781240,0.158193
0.892635,0.066603,0.591378,0.744977,-0.098158,0.664179,1.270840,0.426170
0.416544,0.185578,0.987279,0.790007,-0.451291,0.541129,0.944440,0.201821
0.433374,0.682251,0.700277,0.207382,-0.306949,0.829396,0.789960,0.083884
0.531087,0.598906,0.110732,0.090304,-0.687110,0.853546,0.873720,0.094921
0.558014,0.779658,0.190428,0.573784,-0.116770,0.976596,1.222040,0.456493
0.156966,0.142286,0.858975,0.276349,-0.637015,0.257846,0.968200,0.086139
0.887189,0.504264,0.207258,0.579235,-0.360706,0.569879,0.717480,0.081630
0.863925,0.656497,0.642957,0.556957,-0.329818,0.352912,1.164760,0.280164
0.286161,0.078059,0.583062,0.252412,-0.227849,0.778796,1.268440,0.342924
0.195972,0.152003,0.321009,0.267185,-0.513859,1.454421,0.687400,0.082212
0.068163,0.239298,0.767004,0.289700,-0.131521,0.130963,0.802040,0.011894
0.669489,0.422183,0.858480,0.553955,-0.490892,0.359238,1.207400,0.301294
0.758787,0.191266,0.905406,0.471874,-0.394069,0.585979,0.681000,0.053592
0.208842,0.320510,0.095487,0.119218,-0.316453,0.789146,1.151160,0.226168
0.280023,0.157928,0.947183,0.181786,-0.477824,1.979396,0.674040,0.062935
0.477627,0.637616,0.577022,0.725306,-0.329620,1.526104,1.210920,0.525066
0.867984,0.223735,0.853233,0.320667,-0.899366,1.045404,0.989320,0.182311
0.722850,0.502289,0.178449,0.702712,-0.011632,1.509046,0.677960,0.173570
0.118949,0.754852,0.096080,0.201852,-0.639193,1.117854,1.320760,0.423618
0.569994,0.086038,0.357639,0.123326,-0.245866,1.347854,1.321880,0.373552
0.311505,0.236454,0.677705,0.162510,-0.148846,0.869646,1.195400,0.270546
0.119445,0.462947,0.781062,0.648597,-0.361696,0.923888,1.200920,0.412120
0.951342,0.467608,0.524949,0.556009,-0.163498,0.459863,1.240680,0.356910
0.857787,0.754141,0.600881,0.580815,-0.650875,0.453538,0.755960,0.086460
0.682458,0.191424,0.782052,0.729256,-0.667804,1.234579,1.014600,0.299322
0.963420,0.354875,0.886497,0.608702,-0.381793,0.446829,1.116440,0.262101
0.331998,0.409701,0.972330,0.115583,-0.135679,0.346013,0.725480,0.008247
0.922830,0.377785,0.522969,0.441538,-0.630481,1.879154,0.840520,0.225047
0.531384,0.374151,0.329819,0.037611,-0.771259,1.996263,1.065560,0.252567
0.819176,0.706741,0.801852,0.792535,-0.770072,0.660346,0.956280,0.238721
0.650579,0.360958,0.868874,0.428503,-0.620086,0.948804,0.954360,0.197924
0.537621,0.014542,0.389219,0.428424,-0.166667,1.373346,0.666280,0.082732
0.088458,0.042746,0.487626,0.697261,-0.639787,1.809771,0.844120,0.281883
0.335958,0.081060,0.673745,0.781080,-0.778486,1.839479,0.864040,0.272141
0.088160,0.588083,0.544154,0.066366,-0.446341,0.463121,0.899080,0.033016
0.864717,0.046222,0.543462,0.094491,-0.682754,0.301929,1.176280,0.183560
0.171321,0.484435,0.870954,0.038796,-0.951043,1.578812,1.083240,0.136373
0.655431,0.050567,0.687704,0.753351,-0.468517,0.427088,0.623000,0.045629
0.575439,0.170331,0.848975,0.317429,-0.808186,1.922088,0.927960,0.186021
0.920553,0.418233,0.200724,0.513823,-0.687604,0.754071,0.654360,0.070089
0.680973,0.049777,0.279330,0.291122,-0.673942,1.673496,1.333960,0.437838
0.714138,0.486330,0.181815,0.664555,-0.408127,0.880571,1.309640,0.503735
0.035195,0.760224,0.482973,0.645595,-0.858677,1.129546,1.047320,0.338385
0.856698,0.641329,0.265173,0.444698,-0.747697,1.252021,1.052680,0.340227
0.694239,0.465396,0.364074,0.293018,-0.980545,0.352529,1.102440,0.189828
0.559005,0.455284,0.032523,0.666925,-0.404563,1.442921,0.666520,0.157365
0.520296,0.052226,0.875112,0.350056,-0.589595,0.771129,1.320600,0.378420
0.358035,0.555613,0.405555,0.159429,-0.976190,0.764421,1.031080,0.167260
0.572072,0.297679,0.663054,0.306764,-0.378625,0.195171,1.064840,0.133383
0.282894,0.278561,0.165480,0.027499,-0.412879,0.808504,0.865240,0.029500
0.268242,0.225631,0.113801,0.782581,-0.546134,1.993388,0.710120,0.237259
0.955797,0.494705,0.471192,0.063601,-0.882041,1.428738,1.153720,0.319598
0.679586,0.713140,0.691071,0.553402,-0.493862,1.864588,0.690840,0.197527
0.499407,0.301313,0.064301,0.048592,-0.101623,1.270613,0.624360,0.015706
0.843135,0.786689,0.646521,0.265289,-0.689782,0.379937,1.132440,0.217998
0.728394,0.728545,0.302397,0.157454,-0.732550,0.881529,1.271160,0.381452
0.450105,0.165907,0.160925,0.118901,-0.793930,1.070321,0.621240,0.017615
0.824126,0.550716,0.064005,0.132095,-0.932926,1.607371,1.334840,0.514294
0.403674,0.054517,0.578508,0.340023,-0.467824,0.204946,0.713960,0.012255
0.365360,0.169620,0.178944,0.770099,-0.306751,1.052879,1.309240,0.543370
0.497526,0.154294,0.918077,0.124273,-0.667508,0.519088,1.135800,0.165749
0.340611,0.763937,0.852936,0.692520,-0.107069,0.812721,1.119000,0.361980
0.835413,0.010356,0.461489,0.310318,-0.313384,1.236112,1.079640,0.232717
0.241116,0.317034,0.400110,0.259048,-0.223888,1.351304,0.708120,0.085872
0.992922,0.626872,0.634047,0.109896,-0.890555,1.177654,0.735640,0.103236
0.428325,0.172464,0.946986,0.373598,-0.110137,0.329338,1.362760,0.399803
0.705821,0.751455,0.708593,0.261892,-0.310810,0.796813,1.354440,0.453740
0.824028,0.294124,0.682655,0.484988,-0.646123,0.316496,0.741480,0.044303
0.388725,0.620947,0.047670,0.044642,-0.455053,1.591846,1.173800,0.331403
0.390408,0.433005,0.193596,0.244512,-0.786604,1.774121,1.111800,0.346431
0.676221,0.618418,0.731859,0.116848,-0.698198,1.784279,1.139800,0.352409
0.062915,0.483013,0.104792,0.167487,-0.261509,1.288629,1.267800,0.371833
0.668697,0.748611,0.180131,0.657682,-0.844024,1.783129,0.829720,0.300080
0.368627,0.068973,0.010644,0.155005,-0.053906,0.624696,1.081160,0.169498
0.207158,0.440985,0.998070,0.192135,-0.018860,0.790488,0.832600,0.068430
0.080043,0.634851,0.252995,0.040534,-0.019255,0.793363,0.919560,0.046862
0.627314,0.780448,0.646818,0.787716,-0.780664,1.244929,1.251800,0.522748
0.177855,0.498497,0.661965,0.481433,-0.400604,0.312088,0.967960,0.133304
0.181815,0.766860,0.233592,0.760066,-0.084199,0.270879,0.933000,0.141799
0.832740,0.061074,0.416940,0.555535,-0.325165,1.464387,1.220920,0.416648
0.704931,0.187790,0.348927,0.246329,-0.948074,0.110838,0.931560,0.035829
0.168549,0.588004,0.228741,0.126170,-0.087367,0.674146,0.923080,0.086553
0.581181,0.039033,0.416148,0.328884,-0.392386,0.619521,1.314840,0.379233
0.819276,0.698446,0.779378,0.125064,-0.295960,0.735863,0.774360,0.067429
0.889962,0.424790,0.083903,0.131937,-0.259628,1.062654,1.352520,0.447088
0.539799,0.481354,0.444264,0.029079,-0.590782,0.892646,1.363480,0.386333
0.643649,0.431979,0.983715,0.203511,-0.753538,0.486696,1.129960,0.192970
0.743046,0.326830,0.225870,0.117085,-0.813433,1.200846,1.191480,0.304726
0.357639,0.396745,0.282894,0.401880,-0.115384,1.453654,0.857960,0.207469
0.519306,0.235585,0.013317,0.751060,-0.691366,1.960229,0.921480,0.344895
0.460797,0.754615,0.175776,0.254150,-0.647410,1.011863,1.214360,0.374784
0.549600,0.416574,0.965894,0.134702,-0.038857,1.042913,1.158920,0.268508
0.691862,0.797275,0.926493,0.344210,-0.248737,1.413404,0.723720,0.153301
0.598011,0.271056,0.971241,0.040455,-0.448025,0.617413,1.030520,0.088669
0.199634,0.121272,0.177855,0.720645,-0.908276,1.573063,1.009960,0.378390
0.890358,0.269081,0.367539,0.109738,-0.712156,0.875013,1.398040,0.427021
0.230424,0.252728,0.275667,0.138494,-0.655825,0.129238,1.137960,0.149190
0.893823,0.469267,0.455649,0.314190,-0.784030,0.903379,0.702680,0.080505
0.780467,0.323827,0.700574,0.316244,-0.821947,1.800188,1.314520,0.458097
0.903129,0.437430,0.691566,0.222471,-0.450896,0.112754,0.615240,0.000223
0.122217,0.083747,0.563063,0.216783,-0.449213,1.463621,0.827480,0.112270
0.778092,0.554508,0.283586,0.074266,-0.167656,0.111796,1.168600,0.171548
0.985596,0.675536,0.456441,0.074425,-0.186566,0.783396,1.043320,0.200383
0.879962,0.220654,0.797396,0.152556,-0.367933,1.418196,0.858840,0.112783
0.937779,0.115583,0.325464,0.547951,-0.207653,0.290621,0.772200,0.049019
0.924414,0.159666,0.438324,0.334493,-0.304969,1.465538,0.674440,0.077546
0.093110,0.331491,0.395457,0.480327,-0.024304,1.194712,1.061560,0.328044
0.294081,0.394296,0.497922,0.745451,-0.484555,0.490721,1.389800,0.503785
0.900852,0.350293,0.688200,0.526857,-0.274774,0.378021,0.643400,0.030076
0.418127,0.578998,0.781854,0.169541,-0.835610,0.444913,0.600520,0.011300
0.814226,0.771205,0.317742,0.474244,-0.191713,1.103671,1.077480,0.358084
0.998862,0.095992,0.431394,0.062654,-0.715324,1.276171,0.827080,0.050871
0.500892,0.358430,0.916494,0.479458,-0.627115,1.382929,1.103960,0.324355
0.636324,0.539656,0.843927,0.011225,-0.690673,0.185779,0.797800,0.001531
0.137364,0.039586,0.515742,0.361037,-0.893624,0.900696,1.387000,0.456239
0.220128,0.416179,0.439017,0.045906,-0.700673,1.259304,0.746680,0.038740
0.852044,0.035793,0.238641,0.178389,-0.206564,1.661804,0.616520,0.024197
0.541581,0.013595,0.214386,0.156822,-0.508117,0.633704,0.943000,0.086213
0.321108,0.407884,0.136671,0.231793,-0.880061,1.190687,0.689000,0.071019
0.167658,0.311030,0.932433,0.630427,-0.965893,1.711063,0.865560,0.234148
0.190527,0.697103,0.940056,0.660368,-0.339224,1.929754,1.195640,0.503435
