,predicted,target,err,delta
39364,0.469208,0.467891,0.001317,0.001317
72747,0.412043,0.409930,0.002113,0.002113
83243,0.250423,0.248196,0.002226,0.002226
5712,0.624708,0.623414,0.001293,0.001293
40486,0.438022,0.436586,0.001436,0.001436
32045,0.474688,0.472900,0.001788,0.001788
80144,0.061937,0.059786,0.002151,0.002151
6350,0.617702,0.616647,0.001055,0.001055
8875,0.268420,0.267949,0.000471,0.000471
25264,0.190398,0.188884,0.001514,0.001514
38876,0.280143,0.280538,0.000395,-0.000395
21337,0.129787,0.127599,0.002187,0.002187
46977,0.251117,0.249275,0.001842,0.001842
84958,0.246575,0.246501,0.000075,0.000075
55708,0.373870,0.372455,0.001415,0.001415
47916,0.587890,0.585477,0.002413,0.002413
21268,0.256704,0.256666,0.000038,0.000038
52001,0.076164,0.072967,0.003197,0.003197
90624,0.533161,0.530724,0.002437,0.002437
28640,0.386626,0.386127,0.000499,0.000499
79085,0.255187,0.254500,0.000687,0.000687
4092,0.609566,0.607545,0.002021,0.002021
7206,0.281042,0.280991,0.000051,0.000051
80507,0.442103,0.440766,0.001336,0.001336
6072,0.565228,0.562861,0.002367,0.002367
92257,0.067279,0.064527,0.002752,0.002752
93334,0.127530,0.126391,0.001139,0.001139
39432,0.451218,0.448910,0.002308,0.002308
68287,0.036959,0.035115,0.001844,0.001844
76941,0.518484,0.516644,0.001840,0.001840
88952,0.204737,0.203994,0.000743,0.000743
98185,0.354214,0.350201,0.004013,0.004013
6579,0.358413,0.358214,0.000199,0.000199
95959,0.362302,0.359994,0.002308,0.002308
86667,0.120602,0.118398,0.002204,0.002204
19176,0.013940,0.013822,0.000118,0.000118
82803,0.157541,0.154621,0.002920,0.002920
86241,0.156154,0.156245,0.000091,-0.000091
44059,0.410001,0.408743,0.001258,0.001258
57664,0.122682,0.120830,0.001852,0.001852
81848,0.510497,0.508334,0.002162,0.002162
91700,0.546168,0.543422,0.002746,0.002746
39383,0.236989,0.234400,0.002590,0.002590
61092,0.026747,0.021726,0.005021,0.005021
76442,0.167101,0.165846,0.001254,0.001254
39689,-0.002831,0.000000,0.002831,-0.002831
98471,0.378518,0.377156,0.001362,0.001362
52747,0.450419,0.448461,0.001958,0.001958
36832,0.439045,0.437709,0.001336,0.001336
15722,0.141580,0.138682,0.002898,0.002898
43566,-0.003300,0.000000,0.003300,-0.003300
28127,0.024124,0.021787,0.002338,0.002338
76378,0.316226,0.315233,0.000993,0.000993
63536,0.178942,0.177444,0.001498,0.001498
55383,0.250901,0.249000,0.001900,0.001900
34384,0.096159,0.095220,0.000939,0.000939
57969,0.492836,0.487522,0.005314,0.005314
96031,0.323500,0.323847,0.000347,-0.000347
10454,0.520763,0.518977,0.001787,0.001787
53973,0.101316,0.099090,0.002226,0.002226
98110,0.055497,0.054198,0.001299,0.001299
95103,0.390723,0.390072,0.000651,0.000651
81607,0.124346,0.122231,0.002115,0.002115
98559,0.488435,0.486580,0.001856,0.001856
93886,0.450807,0.449286,0.001521,0.001521
74401,0.330394,0.329457,0.000937,0.000937
78680,0.443493,0.441711,0.001782,0.001782
84759,0.426780,0.424359,0.002421,0.002421
4338,0.374053,0.369975,0.004078,0.004078
67036,0.108252,0.108700,0.000448,-0.000448
70170,0.387432,0.387068,0.000363,0.000363
35174,0.355463,0.354042,0.001421,0.001421
73918,0.195284,0.193883,0.001400,0.001400
64189,0.054821,0.051966,0.002854,0.002854
26072,0.031231,0.029891,0.001340,0.001340
73743,0.400310,0.398708,0.001603,0.001603
25421,0.291730,0.289498,0.002232,0.002232
34774,0.539667,0.537684,0.001983,0.001983
44144,0.415147,0.413728,0.001419,0.001419
33969,0.301286,0.300477,0.000810,0.000810
46906,0.112322,0.109489,0.002833,0.002833
54939,0.364240,0.362748,0.001492,0.001492
1639,0.405559,0.404583,0.000977,0.000977
85040,0.554643,0.552818,0.001825,0.001825
25543,0.238765,0.236520,0.002245,0.002245
97222,0.000739,0.002131,0.001392,-0.001392
45789,0.248059,0.244860,0.003199,0.003199
16526,0.499357,0.495871,0.003486,0.003486
12216,0.305945,0.306475,0.000530,-0.000530
54805,0.103948,0.101610,0.002338,0.002338
21948,0.042454,0.039792,0.002662,0.002662
81294,0.256514,0.255184,0.001330,0.001330
49499,0.340467,0.339892,0.000575,0.000575
81357,0.461523,0.461060,0.000463,0.000463
39391,0.193594,0.193168,0.000426,0.000426
74571,0.333117,0.331585,0.001532,0.001532
81523,0.464383,0.462326,0.002056,0.002056
48427,0.133875,0.132048,0.001827,0.001827
4301,0.026491,0.024531,0.001960,0.001960
14673,0.143066,0.141651,0.001415,0.001415
64536,0.585528,0.583392,0.002136,0.002136
38189,0.090552,0.090243,0.000310,0.000310
2130,0.290842,0.290067,0.000775,0.000775
86980,0.435918,0.434577,0.001342,0.001342
42252,0.085812,0.084136,0.001675,0.001675
68066,0.409813,0.409324,0.000489,0.000489
63097,0.190682,0.189057,0.001626,0.001626
24385,0.353621,0.353322,0.000299,0.000299
78096,0.375338,0.373223,0.002115,0.002115
70915,0.293363,0.292323,0.001040,0.001040
73525,0.570158,0.567148,0.003010,0.003010
65321,0.397375,0.396455,0.000920,0.000920
8598,0.119373,0.118856,0.000517,0.000517
65052,0.513493,0.508658,0.004835,0.004835
29547,0.275088,0.273757,0.001331,0.001331
45885,0.155122,0.153189,0.001933,0.001933
67522,-0.001128,0.000076,0.001204,-0.001204
76254,0.277981,0.276935,0.001045,0.001045
88398,0.505212,0.503495,0.001717,0.001717
321,-0.001888,0.000005,0.001893,-0.001893
93867,0.205804,0.203595,0.002209,0.002209
5182,0.036923,0.034958,0.001965,0.001965
11765,0.353062,0.353923,0.000861,-0.000861
51486,0.346097,0.345770,0.000326,0.000326
99161,0.105938,0.104009,0.001929,0.001929
54983,0.303522,0.302432,0.001090,0.001090
37082,0.354318,0.352678,0.001640,0.001640
57299,0.207755,0.204750,0.003005,0.003005
46019,0.615683,0.613882,0.001801,0.001801
33350,0.443052,0.441866,0.001186,0.001186
71517,0.169925,0.167724,0.002201,0.002201
23601,0.507078,0.505447,0.001631,0.001631
25859,0.178643,0.175944,0.002699,0.002699
84377,0.360432,0.359808,0.000624,0.000624
66716,0.233584,0.232777,0.000807,0.000807
65823,0.491136,0.489636,0.001500,0.001500
34903,0.310854,0.310671,0.000183,0.000183
64069,0.524482,0.523548,0.000934,0.000934
61906,0.543561,0.542314,0.001248,0.001248
21969,0.526886,0.525647,0.001239,0.001239
25133,0.001962,0.004014,0.002052,-0.002052
33718,0.466503,0.464460,0.002044,0.002044
56509,0.480526,0.478247,0.002278,0.002278
51728,0.042930,0.040227,0.002703,0.002703
95207,0.393105,0.392082,0.001023,0.001023
91550,0.092607,0.089524,0.003084,0.003084
73579,0.353492,0.351850,0.001643,0.001643
29933,0.594392,0.591561,0.002831,0.002831
18282,0.234498,0.233102,0.001396,0.001396
79965,0.204607,0.204340,0.000267,0.000267
20915,0.531394,0.529420,0.001975,0.001975
99004,0.126166,0.125427,0.000740,0.000740
23299,0.113945,0.113022,0.000923,0.000923
416,0.131344,0.130656,0.000688,0.000688
37865,0.022201,0.020260,0.001941,0.001941
93348,-0.002210,0.000000,0.002210,-0.002210
37608,0.212764,0.212526,0.000239,0.000239
19573,0.477516,0.474998,0.002518,0.002518
36749,0.324632,0.323649,0.000982,0.000982
28771,0.155597,0.153411,0.002186,0.002186
11310,0.437043,0.435464,0.001580,0.001580
44736,0.599031,0.599380,0.000349,-0.000349
82438,0.276513,0.274238,0.002275,0.002275
3862,0.547469,0.543937,0.003532,0.003532
76808,0.446323,0.444860,0.001463,0.001463
93013,0.335874,0.335716,0.000158,0.000158
1295,0.600092,0.597127,0.002965,0.002965
34655,0.571781,0.568628,0.003153,0.003153
60830,0.261900,0.261658,0.000242,0.000242
89955,0.254248,0.253483,0.000764,0.000764
30811,0.505060,0.503348,0.001711,0.001711
48571,0.036813,0.034867,0.001947,0.001947
87488,0.160098,0.158626,0.001472,0.001472
35984,0.267295,0.266489,0.000806,0.000806
54742,0.320831,0.318795,0.002036,0.002036
98020,0.327428,0.326812,0.000616,0.000616
25193,0.328915,0.328596,0.000319,0.000319
14329,0.438072,0.436827,0.001246,0.001246
24499,0.141863,0.140825,0.001038,0.001038
97810,0.269004,0.268152,0.000852,0.000852
25621,0.020900,0.019734,0.001166,0.001166
43049,0.138937,0.136516,0.002421,0.002421
37061,0.239415,0.238965,0.000450,0.000450
28488,0.113869,0.111283,0.002586,0.002586
69771,0.596080,0.595098,0.000983,0.000983
49587,0.066758,0.064406,0.002351,0.002351
83919,0.181643,0.181190,0.000454,0.000454
7060,0.014033,0.012931,0.001102,0.001102
59691,0.309175,0.307234,0.001941,0.001941
91491,0.252255,0.251147,0.001108,0.001108
41545,0.115737,0.112655,0.003083,0.003083
90437,0.492440,0.491764,0.000676,0.000676
62819,0.368800,0.368250,0.000550,0.000550
97629,0.431971,0.429791,0.002179,0.002179
9582,0.253516,0.252428,0.001088,0.001088
44961,0.333463,0.332504,0.000959,0.000959
32541,0.133146,0.132632,0.000515,0.000515
36237,0.073237,0.071586,0.001652,0.001652
14338,0.332406,0.332084,0.000322,0.000322
41358,0.450221,0.448902,0.001319,0.001319
61234,0.563782,0.562233,0.001549,0.001549
35905,0.164412,0.161793,0.002619,0.002619
63751,0.323058,0.320979,0.002080,0.002080
94907,0.169035,0.168042,0.000993,0.000993
17578,0.135186,0.133867,0.001319,0.001319
72412,0.282915,0.280332,0.002583,0.002583
48262,0.408890,0.407566,0.001324,0.001324
429,0.367309,0.367527,0.000218,-0.000218
34291,0.496415,0.494412,0.002003,0.002003
59345,0.169504,0.170156,0.000652,-0.000652
10894,0.048238,0.045666,0.002571,0.002571
76285,0.433714,0.432001,0.001713,0.001713
54347,0.209486,0.209157,0.000329,0.000329
79137,-0.001241,0.000042,0.001282,-0.001282
84552,0.000230,0.001404,0.001173,-0.001173
46734,0.274341,0.272403,0.001938,0.001938
37576,0.396626,0.395517,0.001110,0.001110
61454,0.232607,0.230217,0.002391,0.002391
58941,0.378053,0.378004,0.000049,0.000049
32082,0.471856,0.469411,0.002445,0.002445
86119,0.344985,0.344748,0.000237,0.000237
10243,0.067781,0.065058,0.002723,0.002723
92817,0.522190,0.519950,0.002240,0.002240
1030,0.129026,0.126727,0.002298,0.002298
23907,0.008502,0.007936,0.000566,0.000566
21364,0.113306,0.111141,0.002165,0.002165
61980,0.126982,0.124980,0.002002,0.002002
28120,0.114398,0.115652,0.001254,-0.001254
38908,0.537237,0.535662,0.001576,0.001576
44740,0.207294,0.206731,0.000563,0.000563
62113,0.175919,0.174032,0.001887,0.001887
78717,0.454489,0.452454,0.002035,0.002035
24728,0.591774,0.591036,0.000738,0.000738
99191,0.573512,0.567595,0.005917,0.005917
77571,0.202132,0.201687,0.000445,0.000445
8228,0.271022,0.269704,0.001318,0.001318
7290,0.104205,0.102106,0.002099,0.002099
34046,0.507202,0.505577,0.001625,0.001625
92045,0.542614,0.541029,0.001585,0.001585
76473,0.065165,0.062743,0.002422,0.002422
36120,0.519710,0.518588,0.001122,0.001122
44285,0.388580,0.388532,0.000048,0.000048
31068,0.056615,0.052748,0.003867,0.003867
8215,0.311201,0.311371,0.000171,-0.000171
83677,0.079804,0.078416,0.001389,0.001389
41977,0.295157,0.293237,0.001920,0.001920
12046,0.306985,0.305867,0.001118,0.001118
13977,0.468542,0.466106,0.002436,0.002436
74269,0.248577,0.246434,0.002143,0.002143
14196,0.254607,0.254964,0.000357,-0.000357
95885,0.476169,0.474833,0.001335,0.001335
77689,0.048290,0.045688,0.002603,0.002603
32340,0.201761,0.199596,0.002165,0.002165
89146,0.067744,0.066451,0.001294,0.001294
51741,0.279691,0.276970,0.002721,0.002721
80993,0.489795,0.487525,0.002270,0.002270
11097,0.284487,0.283604,0.000883,0.000883
23811,0.091800,0.091107,0.000693,0.000693
19384,0.260647,0.260081,0.000566,0.000566
90067,0.126642,0.126137,0.000505,0.000505
44465,0.146371,0.144902,0.001469,0.001469
41757,0.422929,0.422053,0.000875,0.000875
73364,0.407284,0.404294,0.002990,0.002990
54214,0.121294,0.120111,0.001183,0.001183
35581,0.161222,0.158687,0.002535,0.002535
96357,0.372736,0.370635,0.002101,0.002101
72945,0.318620,0.318347,0.000273,0.000273
26450,0.032012,0.028856,0.003156,0.003156
14032,-0.001754,0.000000,0.001754,-0.001754
63018,0.384040,0.384168,0.000128,-0.000128
66241,0.612169,0.611258,0.000911,0.000911
14086,0.154491,0.153466,0.001025,0.001025
99057,0.021996,0.019646,0.002350,0.002350
63216,0.599289,0.595227,0.004062,0.004062
83901,0.136625,0.134148,0.002477,0.002477
42097,0.173202,0.171684,0.001519,0.001519
45155,0.175875,0.175259,0.000616,0.000616
30587,0.001727,0.003933,0.002206,-0.002206
82224,0.329717,0.329533,0.000184,0.000184
19445,0.379353,0.378075,0.001278,0.001278
1220,0.002007,0.003637,0.001630,-0.001630
92144,0.141626,0.140420,0.001206,0.001206
27911,0.124080,0.122607,0.001473,0.001473
92395,0.433820,0.433302,0.000519,0.000519
48224,0.272083,0.273133,0.001050,-0.001050
9897,0.580533,0.578925,0.001608,0.001608
28958,0.163937,0.161732,0.002204,0.002204
40504,0.338270,0.339555,0.001285,-0.001285
74578,0.018777,0.016795,0.001983,0.001983
97884,0.398964,0.398743,0.000221,0.000221
48485,0.076980,0.073980,0.003000,0.003000
54732,0.211066,0.210335,0.000730,0.000730
45825,0.258264,0.256335,0.001930,0.001930
72846,0.508065,0.506484,0.001581,0.001581
2726,0.060648,0.058306,0.002342,0.002342
20385,0.344585,0.344033,0.000552,0.000552
42045,0.183509,0.183394,0.000115,0.000115
38978,0.335546,0.334448,0.001099,0.001099
24639,0.168721,0.167132,0.001589,0.001589
91750,0.388601,0.387297,0.001303,0.001303
33120,0.299577,0.297333,0.002243,0.002243
27942,0.157014,0.155358,0.001656,0.001656
59511,0.366719,0.366314,0.000405,0.000405
31187,0.003836,0.004829,0.000993,-0.000993
73735,0.623790,0.622792,0.000998,0.000998
41807,0.339917,0.339724,0.000193,0.000193
304,0.547356,0.545885,0.001471,0.001471
49799,0.172288,0.172459,0.000171,-0.000171
53505,0.284295,0.281844,0.002451,0.002451
61475,0.129101,0.127143,0.001958,0.001958
97414,0.544353,0.542983,0.001370,0.001370
16686,0.059942,0.057346,0.002596,0.002596
3695,0.352887,0.350641,0.002246,0.002246
45988,0.531999,0.530570,0.001430,0.001430
60559,0.087912,0.084195,0.003717,0.003717
36773,0.152633,0.152132,0.000500,0.000500
76588,0.216899,0.215928,0.000971,0.000971
11385,0.304537,0.303862,0.000675,0.000675
82133,0.488986,0.487185,0.001801,0.001801
65473,-0.000678,0.000848,0.001525,-0.001525
76063,0.267003,0.265876,0.001127,0.001127
82053,0.479377,0.478592,0.000785,0.000785
50753,0.176854,0.176854,0.000001,0.000001
48778,0.179575,0.177205,0.002370,0.002370
6742,0.016063,0.014003,0.002060,0.002060
72281,0.473287,0.470927,0.002360,0.002360
2386,-0.000552,0.000615,0.001167,-0.001167
66196,0.258502,0.257564,0.000938,0.000938
58493,0.514854,0.514204,0.000650,0.000650
33707,0.543811,0.542238,0.001573,0.001573
76484,0.533642,0.532884,0.000758,0.000758
16063,0.433453,0.431526,0.001927,0.001927
98112,0.230130,0.230023,0.000107,0.000107
51122,0.524720,0.522951,0.001769,0.001769
99837,0.341257,0.341469,0.000212,-0.000212
58297,0.153664,0.151394,0.002270,0.002270
79859,0.555652,0.554244,0.001408,0.001408
3097,0.111367,0.110155,0.001212,0.001212
24021,0.385773,0.383261,0.002511,0.002511
93090,0.304464,0.303148,0.001316,0.001316
47946,0.088857,0.086615,0.002241,0.002241
353,0.527030,0.525002,0.002028,0.002028
97157,0.262660,0.261586,0.001074,0.001074
17050,0.391938,0.390996,0.000942,0.000942
41765,0.116420,0.113277,0.003143,0.003143
38777,0.356858,0.355716,0.001142,0.001142
40219,0.486432,0.484808,0.001624,0.001624
70133,0.076715,0.074079,0.002636,0.002636
56621,0.217137,0.216631,0.000506,0.000506
7622,0.277581,0.275276,0.002305,0.002305
9938,0.346969,0.346384,0.000585,0.000585
63114,0.343187,0.341411,0.001776,0.001776
58634,0.563104,0.560519,0.002586,0.002586
67049,0.562876,0.561779,0.001098,0.001098
24994,0.267912,0.267775,0.000137,0.000137
6067,0.450209,0.448912,0.001298,0.001298
95563,0.540280,0.538467,0.001813,0.001813
36075,0.317049,0.315069,0.001980,0.001980
8533,0.364166,0.364091,0.000075,0.000075
86632,0.526605,0.525007,0.001598,0.001598
22351,0.164204,0.162420,0.001784,0.001784
99393,0.556326,0.554716,0.001610,0.001610
79149,0.041273,0.037578,0.003695,0.003695
40190,0.195597,0.195532,0.000065,0.000065
57820,0.395697,0.393197,0.002500,0.002500
33475,0.148604,0.145971,0.002634,0.002634
45867,0.048987,0.046883,0.002103,0.002103
28751,0.200390,0.200100,0.000291,0.000291
22576,0.393264,0.393233,0.000031,0.000031
11257,0.401699,0.400048,0.001651,0.001651
77374,0.397186,0.395730,0.001456,0.001456
61574,0.226838,0.224353,0.002484,0.002484
46046,0.404464,0.402894,0.001570,0.001570
23351,0.327167,0.326145,0.001023,0.001023
94109,0.507343,0.505728,0.001615,0.001615
41398,0.386606,0.384846,0.001760,0.001760
33970,0.144042,0.141246,0.002795,0.002795
15709,0.252814,0.251816,0.000998,0.000998
54228,0.091361,0.089775,0.001585,0.001585
59533,0.300946,0.299889,0.001057,0.001057
86371,0.348341,0.348164,0.000176,0.000176
25108,0.396257,0.393780,0.002477,0.002477
23945,0.389739,0.388999,0.000741,0.000741
84893,0.115280,0.112653,0.002627,0.002627
80676,0.321502,0.320642,0.000860,0.000860
16030,0.570505,0.568165,0.002340,0.002340
33544,0.073774,0.070569,0.003206,0.003206
6390,0.398643,0.396225,0.002418,0.002418
58250,0.341337,0.341181,0.000156,0.000156
30922,0.521130,0.519001,0.002129,0.002129
29478,0.131045,0.130841,0.000204,0.000204
99950,0.352860,0.352327,0.000533,0.000533
80041,0.338506,0.337654,0.000852,0.000852
88847,0.553585,0.551548,0.002037,0.002037
63799,0.572676,0.570670,0.002005,0.002005
76144,0.337163,0.337880,0.000717,-0.000717
16136,0.572018,0.569550,0.002468,0.002468
66342,0.315943,0.313484,0.002459,0.002459
87213,0.337071,0.335857,0.001214,0.001214
3179,0.392672,0.391468,0.001204,0.001204
8939,0.474137,0.472954,0.001184,0.001184
98014,0.506360,0.504021,0.002339,0.002339
68409,0.337166,0.337500,0.000334,-0.000334
11910,0.422355,0.421005,0.001350,0.001350
78839,0.102163,0.099827,0.002335,0.002335
20094,0.063464,0.061046,0.002418,0.002418
62007,0.026634,0.024192,0.002442,0.002442
92936,0.554623,0.548452,0.006170,0.006170
54358,0.409437,0.408257,0.001180,0.001180
68612,0.212509,0.212564,0.000055,-0.000055
26784,0.328570,0.328473,0.000097,0.000097
40111,-0.000015,0.000606,0.000621,-0.000621
43063,0.441700,0.440548,0.001152,0.001152
24872,0.570893,0.569580,0.001313,0.001313
83041,0.422014,0.421752,0.000263,0.000263
18120,0.290787,0.288507,0.002280,0.002280
87499,0.375502,0.375036,0.000466,0.000466
66868,0.021029,0.019501,0.001528,0.001528
18525,0.017132,0.015403,0.001729,0.001729
268,0.128279,0.126165,0.002114,0.002114
1190,0.177610,0.177708,0.000098,-0.000098
42526,0.376445,0.375123,0.001322,0.001322
30167,0.371431,0.370107,0.001325,0.001325
68223,0.325797,0.325637,0.000160,0.000160
8464,0.552153,0.549829,0.002324,0.002324
34997,0.280588,0.279018,0.001570,0.001570
10740,0.529991,0.527987,0.002004,0.002004
71528,0.354280,0.354504,0.000224,-0.000224
28392,-0.000263,0.001257,0.001520,-0.001520
67329,0.412239,0.411686,0.000553,0.000553
60700,0.137854,0.134973,0.002882,0.002882
95600,0.562224,0.560338,0.001886,0.001886
88882,0.068417,0.064397,0.004021,0.004021
53766,-0.001914,0.000031,0.001945,-0.001945
93877,0.592677,0.591726,0.000952,0.000952
96945,0.319948,0.318451,0.001497,0.001497
21415,0.585563,0.583440,0.002122,0.002122
24500,-0.001187,0.000161,0.001348,-0.001348
18198,0.514046,0.512084,0.001962,0.001962
79713,0.052255,0.049775,0.002481,0.002481
64282,0.355782,0.356396,0.000614,-0.000614
61701,0.413069,0.411770,0.001299,0.001299
45527,0.068501,0.066465,0.002036,0.002036
37750,0.333004,0.332820,0.000184,0.000184
84272,0.032767,0.030243,0.002525,0.002525
98640,0.532658,0.531309,0.001348,0.001348
30850,0.224745,0.222937,0.001808,0.001808
75933,0.095202,0.092120,0.003082,0.003082
31641,0.387807,0.385685,0.002122,0.002122
56055,0.348291,0.348317,0.000026,-0.000026
86245,0.427165,0.426812,0.000353,0.000353
16886,0.548369,0.546077,0.002292,0.002292
87210,0.576474,0.574620,0.001854,0.001854
90139,0.219210,0.219454,0.000244,-0.000244
3183,0.482946,0.481364,0.001582,0.001582
76884,0.255650,0.253540,0.002110,0.002110
52764,0.377002,0.376486,0.000516,0.000516
36865,0.288061,0.287477,0.000584,0.000584
34596,0.258129,0.256448,0.001681,0.001681
84825,0.156082,0.154621,0.001461,0.001461
82148,0.159054,0.158485,0.000569,0.000569
41467,0.275891,0.276345,0.000454,-0.000454
75970,0.294650,0.292502,0.002148,0.002148
29199,0.255147,0.252913,0.002234,0.002234
41597,0.288837,0.288478,0.000359,0.000359
72398,0.088915,0.088727,0.000188,0.000188
90867,0.282507,0.281987,0.000520,0.000520
65691,0.284925,0.284341,0.000584,0.000584
1534,0.033804,0.031290,0.002514,0.002514
1456,0.175041,0.172399,0.002641,0.002641
7262,0.030322,0.028682,0.001640,0.001640
89981,0.428144,0.426452,0.001693,0.001693
45277,0.122979,0.121853,0.001126,0.001126
85249,0.587671,0.587116,0.000555,0.000555
74936,0.190760,0.188991,0.001769,0.001769
50532,0.348685,0.348104,0.000581,0.000581
61028,0.336674,0.335913,0.000761,0.000761
41097,0.013667,0.012273,0.001394,0.001394
70396,0.053143,0.051655,0.001488,0.001488
92684,0.251899,0.251724,0.000176,0.000176
98975,0.415724,0.414869,0.000854,0.000854
61438,0.373488,0.373239,0.000248,0.000248
55594,-0.003434,0.000000,0.003434,-0.003434
58374,0.230672,0.229407,0.001265,0.001265
34877,0.282051,0.281432,0.000619,0.000619
31974,0.238376,0.238224,0.000151,0.000151
5485,0.199695,0.200082,0.000387,-0.000387
51118,0.022236,0.020646,0.001590,0.001590
196,0.358075,0.356825,0.001251,0.001251
8677,0.041472,0.040961,0.000512,0.000512
31837,0.405227,0.404972,0.000255,0.000255
16634,0.294872,0.295866,0.000993,-0.000993
29368,0.096243,0.094039,0.002204,0.002204
87987,0.102129,0.099172,0.002957,0.002957
16891,0.582330,0.581516,0.000814,0.000814
61840,0.344583,0.345300,0.000717,-0.000717
42302,0.360859,0.360292,0.000567,0.000567
52968,0.314231,0.314314,0.000083,-0.000083
46449,0.377544,0.376988,0.000556,0.000556
54413,0.273279,0.270665,0.002615,0.002615
51333,0.434862,0.434428,0.000434,0.000434
45442,0.353841,0.354244,0.000403,-0.000403
80305,0.527952,0.526034,0.001919,0.001919
7823,0.134212,0.135270,0.001058,-0.001058
56106,0.385035,0.383756,0.001279,0.001279
37385,0.339309,0.338430,0.000879,0.000879
19821,0.184294,0.182916,0.001378,0.001378
85868,0.302736,0.300953,0.001783,0.001783
5372,0.383959,0.382259,0.001700,0.001700
68722,0.039606,0.036202,0.003404,0.003404
73628,0.406066,0.404548,0.001518,0.001518
28748,0.407039,0.405525,0.001513,0.001513
24800,0.358873,0.357236,0.001637,0.001637
202,0.357313,0.355770,0.001543,0.001543
5396,0.140171,0.139154,0.001017,0.001017
86262,0.602531,0.601186,0.001345,0.001345
59065,0.370691,0.368348,0.002343,0.002343
80954,0.474777,0.471703,0.003074,0.003074
81651,-0.001020,0.000155,0.001175,-0.001175
3805,0.181458,0.181268,0.000190,0.000190
50702,0.466636,0.465132,0.001504,0.001504
9099,0.310781,0.310577,0.000204,0.000204
1967,0.116862,0.114002,0.002860,0.002860
81421,0.312990,0.311263,0.001727,0.001727
87929,0.002003,0.004064,0.002061,-0.002061
90081,0.197054,0.195974,0.001079,0.001079
54022,0.124507,0.123059,0.001448,0.001448
61474,0.482126,0.480772,0.001354,0.001354
94546,0.190941,0.190879,0.000062,0.000062
24164,0.081325,0.080773,0.000551,0.000551
38675,0.307081,0.305696,0.001385,0.001385
50797,0.049600,0.048783,0.000817,0.000817
31410,0.019944,0.018404,0.001539,0.001539
58430,0.224708,0.223647,0.001061,0.001061
28033,0.127617,0.126815,0.000802,0.000802
60065,0.055454,0.052786,0.002668,0.002668
82696,0.257037,0.255403,0.001634,0.001634
50953,0.129692,0.127864,0.001827,0.001827
85736,0.064974,0.063566,0.001408,0.001408
40404,0.141873,0.139385,0.002488,0.002488
40997,0.439580,0.437957,0.001622,0.001622
53153,0.496712,0.494788,0.001924,0.001924
86953,0.567011,0.565341,0.001670,0.001670
77530,0.434011,0.431938,0.002073,0.002073
43580,0.396338,0.395582,0.000755,0.000755
41426,0.279508,0.277487,0.002021,0.002021
24289,0.139756,0.137625,0.002130,0.002130
34704,0.432177,0.429917,0.002260,0.002260
24645,0.241379,0.237428,0.003951,0.003951
40758,0.247597,0.245670,0.001928,0.001928
63348,0.142578,0.141987,0.000591,0.000591
89309,-0.000709,0.000362,0.001071,-0.001071
92632,0.050427,0.047753,0.002675,0.002675
63966,0.167119,0.164997,0.002122,0.002122
28396,0.033707,0.033058,0.000649,0.000649
34410,0.214444,0.213753,0.000691,0.000691
14383,0.499938,0.498524,0.001414,0.001414
45840,0.556602,0.551972,0.004630,0.004630
93774,0.445401,0.444161,0.001239,0.001239
96904,0.025901,0.024078,0.001823,0.001823
38600,0.626585,0.624944,0.001641,0.001641
68074,0.134266,0.135000,0.000734,-0.000734
24973,0.290004,0.288248,0.001756,0.001756
84521,0.431838,0.430301,0.001537,0.001537
88060,0.575178,0.573628,0.001550,0.001550
86146,0.358651,0.356929,0.001722,0.001722
6602,0.366263,0.364137,0.002126,0.002126
69761,0.504598,0.503009,0.001589,0.001589
37613,0.080461,0.078311,0.002150,0.002150
5706,0.229912,0.230348,0.000436,-0.000436
95489,0.595351,0.594323,0.001028,0.001028
20327,0.107054,0.105318,0.001736,0.001736
49980,0.185959,0.183834,0.002125,0.002125
52280,0.423648,0.422459,0.001189,0.001189
20716,0.170013,0.167901,0.002111,0.002111
87860,0.087055,0.083347,0.003709,0.003709
25949,0.109693,0.108268,0.001425,0.001425
87300,0.391731,0.390084,0.001647,0.001647
67171,0.426974,0.424619,0.002355,0.002355
78045,0.517186,0.515198,0.001988,0.001988
22366,0.154375,0.153231,0.001144,0.001144
63632,0.005001,0.004765,0.000236,0.000236
97488,0.244493,0.243178,0.001315,0.001315
36250,0.534153,0.531685,0.002468,0.002468
83809,0.241826,0.239908,0.001918,0.001918
21653,0.252581,0.252736,0.000155,-0.000155
30499,0.324015,0.324127,0.000112,-0.000112
24528,0.275854,0.274407,0.001447,0.001447
13664,0.069313,0.067157,0.002156,0.002156
95421,0.247563,0.246877,0.000686,0.000686
99177,0.480120,0.479132,0.000988,0.000988
35137,0.106053,0.104246,0.001807,0.001807
63319,-0.000115,0.001276,0.001391,-0.001391
53398,0.263640,0.262392,0.001248,0.001248
97146,0.313849,0.312080,0.001769,0.001769
14445,0.421414,0.419760,0.001654,0.001654
66749,0.174054,0.171196,0.002858,0.002858
7324,0.542485,0.540329,0.002157,0.002157
62378,0.336885,0.337176,0.000291,-0.000291
26721,0.139603,0.137143,0.002460,0.002460
87633,0.072773,0.070876,0.001897,0.001897
27090,0.517686,0.515495,0.002191,0.002191
87998,0.186046,0.184071,0.001975,0.001975
71555,0.537933,0.536047,0.001886,0.001886
13437,0.254978,0.252959,0.002019,0.002019
